id,text,unit_tags,task_tags,means_tags,goal_tags,way_tags
181,Maßnahme momentan warten wir machen hier gerade Übergabe,O O O O O O O O,O O B O O O O O,O O O O O O O O,O O O O O O O O,O O O O O O O O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,B I O O O O O O O O,O O B I I I I O O O,O O O O O O O B I I,O O O O O O O O O O,O O O O O O O O O O
432,Angrifftrupp zum Löschen mit dem C Rohr vor,B O O O O O O O,O B I O O O O O,O O O B I I I O,O O O O O O O O,O O O O O O O O
2508,Ja für sie zur Information bitte warten bis der D3 als Logistikunterstützung kommt er wird ihnen das Überfass zum sichern des Behältnisses bereitstellen kommen,O O B O O O O O O O O O O O O O O O O O O O O O,O O O O O O B I I I I I I O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O
377,Wassertrupp sperrt den Gefahrenbereich ab,B O O O O,O B I I I,O O O O O,O O O O O,O O O O O
412,Sie trennen die Metallteile mit dem Plasmaschneidgerät,B O O O O O O,O B I I O O O,O O O O B I I,O O O O O O O,O O O O O O O
2438,Einmal bitte zum Gefahrenbereich vor den Eingang der Halle kommen,O O O O O O O O O O,O O B I I I I I I I,O O O O O O O O O O,O O B I I I I I I O,O O O O O O O O O O
2558,Ja das ist verstanden bitte melden wenn durchgeführt,O O O O O O O O,O O O O O B I I,O O O O O O O O,O O O O O O O O,O O O O O O O O
1450,fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild,O B O O O O O O O O O O O O O O,B I I I I I I I I O B I I I I I,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O B O O O O O O O O O,B I I I I I I I I I O,O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O
491,UAV bitte eine Gesamtübersicht von dem zentralen Gebäude,B O O O O O O O,O O B I I I I I,O O O O O O O O,O O O O O O O O,O O O O O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O B O O O O O O O O O,O O O O O B O B I I I I I,O O O O O O O O O O O O O,O O O O O O O O O B I I O,O O O O O O O O O O O O O
2063,Bitte mach mir mal ein Foto von deinem Standort kommen,O O O O O O O O O O,O B I I I I I I I O,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
437,D zwei fotografiert das Gebiet mit der Thermalkamera,B I O O O O O O,O O B I I O O O,O O O O O B I I,O O O O O O O O,O O O O O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O B O O O O,O B I I I O O,O O O O O O O,O O O O O B I,O O O O O O O
1705,dann müsst ihr euch von da aus in östlicher Richtung bewegen,O O B O O O O O O O O,O O O O B I I I I I I,O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O B I I O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O O O O O O O O O O O O O,O O B I I I I I I I I I I I,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,O B O O O O O O O,B I I I I I I I I,O O B I I I O O O,O O O O O O O O O,O O O O O O O O O
314,kann man von oben vielleicht mir ein Foto schicken,O O O O O O O O O,B I I I I I I I I,O O O O O O O O O,O O O O O O O O O,O O B I O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,B I O O O O O O O O O,O O O B I I I O O O O,O O O O O O O B I I O,O O O O O O O O O O O,O O O O O O O O O O O
845,neuer Auftrag Personsuche aus der Luft mittels Wärmebildkamera kommen,O O O O O O O O O,O O B I I I O O O,O O O O O O B I O,O O O O O O O O O,O O O O O O O O O
1078,neuer Auftrag ist Akku tauschen damit die Drohne wieder fliegen kann,O O O O O O O O O O O,O O O B I O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O
390,Schlauchtrupp zur Löschwasserentnahme durch Unterflurhydrant vor,B O O O O O,O B I O O O,O O O B I O,O O O O O O,O O O O O O
563,oder ob es möglich ist die Leckage abzudichten,O O O O O O O O,O B I I I I I I,O O O O O O O O,O O O O O O O O,O O O O O O O O
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O O O O O O O O O O O O,O O B I I I I I I I I I I,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
378,Angrifftrupp zum Aufbauen vom Dekonplatz,B O O O O,O B I I I,O O O O O,O O O O O,O O O O O
2236,Nähere dich mal UGV 2 da sind zwei Proben die er eventuell aufnehmen muss,O O O O O O O O O O O O O O,B I I I I O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B I I I I I I I B I I I I B I I I I I I I I I I I I I I,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2133,Dann Foto machen,O O O,O B I,O O O,O O O,O O O
1634,Frage könnt ihr den Behälter mal von einer anderen Seite anfahren und erkunden ob er noch verschlossen ist oder ob da irgendwas austritt,O O B O O O O O O O O O O O O O O O O O O O O,O O O O B I I I I I I O B I I I I I I I I I I,O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O
608,den Suchbeginn bitte mitteilen,O O O O,O B I I,O O O O,O O O O,O O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O O O O O O O O O O O O,O O O O B I I I O B I I I I I,O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O
1141,flieg mal mit der Drohne genau in die andere Richtung,O O O O O O O O O O,B I I I I I I I I I,O O B I I O O O O O,O O O O O O O O O O,O O O O O O O O O O
221,kann man die Temperatur von dem Fass messen,O O O O O O O O,B I I I I I I I,O O O O O O O O,O O O O O O O O,O O O O O O O O
791,ja such mal noch weiter,O O O O O,O B I I I,O O O O O,O O O O O,O O O O O
1821,Schlauchtrupp baut Not Dekon neben Bereitstellungsraum auf,B O O O O O O,O B I I I I I,O O O O O O O,O O O O O O O,O O O O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,B O O O O O,O B I O O O,O O O B I O,O O O O O O,O O O O O O
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,B I I O O O O O O O O O O O O O O,O O O O O O O B I I I I I I I I I,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,O O O O O O O O B O O,B I I I I O O B I I O,O O O O O O O O O O O,O O O O O O O O O O B,O O O O O O O O O O O
379,Angriffstrupp baut den Dekonplatz auf,B O O O O,O B I I I,O O O O O,O O O O O,O O O O O
964,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,O O O O O O O O O O,O O O O B O B I I I,O B I I O O O O O O,B O O O O O O O O O,O O O O O O O O O O
363,Angriffstrupp mit der Schlauchbrücke zur Gefahrenquelle vor,B O O O O O O,O O O O O O O,O B I I O O O,O O O O B I O,O O O O O O O
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O B I O O O O O O O,O O O O O B I I I I I I,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
368,Maschinist stellt die Pumpe bereit,B O O O O,O B I I I,O O O O O,O O O O O,O O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,B O O O O O O O,O B I I I I I I,O O B I I I I O,O O O O O O O O,O O O O O O O O
1390,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,B O O O O O O O O,O B I I I I I I I,O O O O O O O O O,O O B I I O O O O,O O O O O O O O O
652,baldmöglich erstes Bildmaterial senden,O O O O,B I I I,O O O O,O O O O,O O O O
408,Sie trennen Metallteil mit einer Trennschleifmaschine,B O O O O O,O B I O O O,O O O B I I,O O O O O O,O O O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,B O O O O O O O O O,O O B I O B I I I I,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
2525,D3 mit Überfass ist am Standort angekommen für sie Beginn des Auftrages Bergung des Behältnisses kommen,O O O O O O O O B O O O O O O O,O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O B O O O O O O O O O O O O O O O O O O O O O O O O,O O B I I I I O O O O O O O O O O O O O O B I I I I,O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O
88,UGV 1 aber warten,B I O O,O O O B,O O O O,O O O O,O O O O
926,bräuchte nur noch ein klareres Foto von der Person,O O O O O O O O O,B I I I I I I I I,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
429,D5 fährt zur Unterstützung des Angriffstrupps,B O O O O O,O B I I I I,O O O O O O,O O O O O O,O O O O O O
1459,ihr nehmt aber die westliche Richtung,B O O O O O,O B I I I I,O O O O O O,O O O O O O,O O O B I I
1863,auf Menschen und sonstige Ereignisse scannen,O O O O O O,B I I I I I,O O O O O O,O O O O O O,O O O O O O
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O,O O B I I I I I,O O O O O O O O,O O O O O O O O,O O O O O O O O
880,ich möchte Infrarot Bilder haben mit dem Ziel Leckagen festzustellen beziehungsweise Wärmestrahlung,O O O O O O O O O O O O,B I I I I I I I I I I I,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
388,Wassertrupp zur Löschwasserentnahme durch eingebaute Tiefenpumpen vor,B O O O O O O,O B I O O O O,O O O B I I O,O O O O O O O,O O O O O O O
442,D4 macht die Bilder in der Lagerhalle innen und außen,B O O O O O O O O O,O B I I O O O O O O,O O O O O O O O O O,O O O O B I I I I I,O O O O O O O O O O
2457,Für sie bitte die inbetriebnahme der Roboter D3 und D5 kommen,O B O O O O O O O O O,O O O O B I I I I I O,O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O
397,Der Trupp leuchtet den Gefahrenbereich mit dem Handscheinwerfer,B I O O O O O O,O O B I I O O O,O O O O O B I I,O O O O O O O O,O O O O O O O O
1517,kannst du mir ein Bild schicken,O B O O O O,B I I I I I,O O O O O O,O O O O O O,O O O O O O
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,B I I O O O,O O O B I I,O O O O O O,O O O O O O,O O O O O O
860,nächster Auftrag weitere Personensuche,O O O O,O O B I,O O O O,O O O O,O O O O
423,UAV Operator macht den Überblick und sendet die Bilder,B B O O O O O O O,O O B I I O B I I,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
2450,WHS für sie zur Information die Drohne D1 ist zur Außenerkundung vor Für sie Auftrag Erkundung innen der Halle kommen,O O B O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,B O O O O O O O O O O O,O B I I I O B I I I I O,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,B I O O O O O O O O O O O,O O B I I I I I O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,B O O O O O O O O,O B I I I I O O O,O O O O O O B I I,O O O O O O O O O,O O O O O O O O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,B I O O O O O O O O O O O O,O O B I I I I I I I I I I I,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
802,und von dort geradeaus weiter auf die Person zufahren,O O O O O O O O O,O O O O O B I I I,O O O O O O O O O,O O O O O O O O O,O B I I I O O O O
30,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist,O B O O O O O O O O O O O,B I I I I I I I I I I I I,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
1250,Position beibehalten,O O,B I,O O,O O,O O
665,vorrängig weiter Personen suchen,O O O O,B I I I,O O O O,O O O O,O O O O
2217,Bleib mal gerade an der Position wir starten dich noch gerade neu,O O O O O O O O O O O O,B I I I I I O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,B O O O O O O O O O O O O O,O B I O O O O O O O O O O O,O O O B I I I I O O O O O O,O O O O O O O O B I O O O O,O O O O O O O O O O B I I O
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O B O O O O O O O O O O O,O O O O O O O O O O O O O B I I I I I I I I I O,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O O,O O O O O B,O O O O O O,O O O O O O,O O O O O O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,O O O O O O O O O O O O,B I I I I I I I I I I I,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
870,guck mal auch nebenbei so ein bisschen nach dem Feuer,O O O O O O O O O O,B I I I I I I I I I,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O O O O O O O O,O O O B I I I I I I,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
2139,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,O O O O O O O O O,B I I I I I I I I,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
376,Wassertrupp sichert die Einsatzstelle gegenüber dem Verkehr,B O O O O O O,O B I I I I I,O O O O O O O,O O O O O O O,O O O O O O O
2171,Und jetzt fahrt ihr beide hintereinander her zum Punkt ASA 325   352 danke,O O O B I O O O O O O O O O O,O O B I I I I I I I I I I I O,O O O O O O O O O O O O O O O,O O O O O O B I I I I I I I O,O O O O O O O O O O O O O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,B O O O O O O O O O O,O O O O O O O B I I O,O O O O O O O O O O O,O O O O O O O O O O O,O O O O O O O O O O O
54,zu allen Roboter mal kurz Stop,B I I O O O,O O O B I I,O O O O O O,O O O O O O,O O O O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O B O O O O O O O O O O O O O O O O O O O,B I I I I I I I O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,B I O O O O O O,O O B I I O O O,O O O O O B I I,O O O O O O O O,O O O O O O O O
2149,Und weiter mappen,O O O,O B I,O O O,O O O,O O O
1179,immer noch Menschen suchen ne,O O O O O,O O B I O,O O O O O,O O O O O,O O O O O
2335,Okay konntest du denn eine Probenahme beenden,O O B O O O O,O O O O B I I,O O O O O O O,O O O O O O O,O O O O O O O
444,D2 bewegt sich Richtung Norden,B O O O O,O B I O O,O O O O O,O O O B I,O O O O O
1330,Unsere Aufgabe erstellen einer Karte des Gebäudes,O O O O O O O,O O B I I I I,O O O O O O O,O O O O O O O,O O O O O O O
1547,ja fahrt da mal rein,O O O O O,O B I I O,O O O O O,O O O O B,O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O B O O O O O O O O O O O O O O O,B I I I I I I I I I I I I I I I O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O B I I O O O O O O O O O O
456,Drohnenoperator zur Personensuche mit WHS vor,B O O O O O,O B I O O O,O O O B I O,O O O O O O,O O O O O O
1908,mach mal ein Foto davon,O O O O O,B I I I I,O O O O O,O O O O O,O O O O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,O O O O O O O O O O O O O O O O,B O O O O O B I I I I I I I I I,O O O O O O O O O O O O O O O O,O B I I I O O O O O O O O O O O,O O O O O O O O O O O O O O O O
1666,ja schickst du mir nochmal ein Bild,O O B O O O O,O B I I I I I,O O O O O O O,O O O O O O O,O O O O O O O
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,B O O O O O O O O O,O B I O O O O O O O,O O O B I I I I I O,O O O O O O O O O O,O O O O O O O O O O
375,Wassertrupp stellt die Wasserversorgung bereit,B O O O O,O B I I I,O O O O O,O O O O O,O O O O O
1862,bitte auch per Infrarot bitte,O O O O O,O O O O O,O O B I O,O O O O O,O O O O O
1481,bleibt mal auf der Ebene und fahrt weiter in westlicher Richtung und erkundet dort,O O O O O O O O O O O O O O,B I I I I O B I I I I I I I,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O B I I O O O
1262,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B I I I I I,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O
963,Auftrag für dich geradeaus die Treppe hochfahren 50 meter rein linksseitig dichte Rauchentwicklung,O O B O O O O O O O O O O,O O O O B I I I I I I I I,O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O B O O O O O O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,B O O O O O O O O O,O O B I I I I I I I,O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O B O O O O O O,O O O O O B I I I I I,O O O O O O O O O O O,O O O O O O O B I I O,O O O O O O O O O O O
